id,created_at,text
563972773584703489,2015-02-07 08:09:21,Even lunch breaks being taken which is against rules. EC shud immediately intervene(3/3)
563972715464228865,2015-02-07 08:09:08,"As per rules, 3 voters r allowed inside booth at a time. They r allowing only 1 voter, which has slowed down voting(2/3)"
563972598611341312,2015-02-07 08:08:40,Polling slowed down in many places. Long queues. Its taking 2 hrs in some places. Voters returning(1/3)
563955716386336768,2015-02-07 07:01:35,RT @NBTDilli: #Breaking : BJP's Surjeet Kumar from Mangolpuri detained following allegations of liquor distribution. #DelhiVotes
563952544087425025,2015-02-07 06:48:58,RT @DrKumarVishwas: Visited about 30 booths. BJP volunteers seem to have 'given up' after first 2-3 hours of voting! Reminds me of cong vln…
563952429117353984,2015-02-07 06:48:31,RT @DrKumarVishwas: अब तक 25-30 बूथ घूम चुका हूँ। जिस तरह पिछली बार कांग्रेस के कार्यकर्ताओं ने शुरू के 2-3 घंटों में ही चुनाव लगभग... http…
563947912128761857,2015-02-07 06:30:34,"Sources- BJP workers have given up in many places, similar to how cong workers gave up in last elections. They are completely demoralized."
563941438296055808,2015-02-07 06:04:51,BJP candidate from Mangolpuri arrested for carrying liquor bottles in his car? Shudn't his candidature be cancelled?
563934035752124417,2015-02-07 05:35:26,इमानदार राजनीति करने वालों और रिश्वतखोरी दूर करने वालों को वोट देना
563933752691134464,2015-02-07 05:34:18,"जिन पार्टियों ने शराब पैसा बांटा, उन्हें वोट मत देना। चुनाव के बाद जो पार्टियां अपने वादों को ""चुनावी जूमला"" बताती हैं, उन्हें वोट मत देना"
563885337408045057,2015-02-07 02:21:55,सब लोग नहा धोकर अपने अपने ईश को याद करके वोट डालने ज़रूर जाना :) आपकी अवश्य जीत होगी।
563583193341624320,2015-02-06 06:21:18,"भाजपा वालों, आप तंत्र का दुरूपयोग करके हमारे सारे कैंडिडेट्स को गिरफ्तार कर लो, फिर भी आपकी हार निश्चित है।"
563579502739980289,2015-02-06 06:06:38,"भाजपा हमें बदनाम करने की आज पूरी कोशिश कर रही है। हमारी टोपी लगाकर, मेरी फोटो लगाकर गलत काम करेंगे। पर सच सच होता है। जनता सब समझती है।"
563574371428466689,2015-02-06 05:46:15,BJP has highlighted its 7 months achievemnts in its full page ads today. Do these achievemnets excite u? R they as per ur expectations?
563532122829234176,2015-02-06 02:58:22,"कर्मण्ये वाधिकारस्ते मा फलेषु कदाचन:  - मेरी सभी कार्यकर्ताओं से अपील है - निस्वार्थ भाव से काम करें, फल ईश्वर पर छोड़ दें। इश्वर भला करेंगे"
563526076136050688,2015-02-06 02:34:21,"Will go to all temples and gurudwaras in my const today. I pray to God - ""सच की जीत हो, आम आदमी की जीत हो।"""
563524895284264960,2015-02-06 02:29:39,RT @vinodkapri: हो गई ना तसल्ली !!! चलो अब अपने अपने काम में लग जाओ। 15 लाख मज़ाक़ मे कहा था और तुम लोग सीरियसली लेने लग गए। हद है !!!
563524261357174784,2015-02-06 02:27:08,RT @ashutosh83B: AAP leaders will try to meet Election Commission to apprise him about the ground situation and request him to accordingly …
563524098521706496,2015-02-06 02:26:29,"RT @ashutosh83B: Last night I called up police commissioner/he did not pick my phone, will try to meet during the day to request him to not…"
563523437696516096,2015-02-06 02:23:51,RT @ashutosh83B: Last few days TV channels who were carrying Kejriwal's interview were put off.MSO are saying I &amp; B ministry pressurised th…
563523402737012739,2015-02-06 02:23:43,RT @ashutosh83B: Last night I had a word with top police officials.They are under pressure to make fictitious cases Ag AAP candidates/haras…
563408884375617536,2015-02-05 18:48:40,"RT @VishalDadlani: Delhi, please share! If you find a problem in the voting-machine, you have the right to ask officials to check the machi…"
563408861973860353,2015-02-05 18:48:34,"RT @VishalDadlani: Delhi, if you press ""Jhaadu"" on an EVM, &amp; any other button lights up, you MUST complain RIGHT THEN! They'll have to chec…"
563408537133400064,2015-02-05 18:47:17,"RT @katjuPCI: Talked to 50 ppl in my circle. 33 are voting for AAP, 15 to BJP and 2 to congress."
563325381860536321,2015-02-05 13:16:51,"We r receiving support n blessings from several pol parties, professionl bodies, associations.We r extremly grateful.Do pray for our success"
563311012514758657,2015-02-05 12:19:45,"मेरे प्यारे दिल्लीवालों, दिल्ली को हमारे सपनों का शहर बनाने के लिए शनिवार को झाड़ू पर बटन दबाएँ।"
563276610510405633,2015-02-05 10:03:03,RT @RifatJawaid: Sources- Nervous Delhi BJP leadership met Shah. Told him party was losing Delhi. Shah asked them to ignore surveys and sta…
563251342429278208,2015-02-05 08:22:39,Just amazing response. Unbelievable. कुछ अद्भुत ही हो रहा है। Its all divine.
563208794738393088,2015-02-05 05:33:35,महाभारत में श्रीकृष्ण से दुर्योधन ने सेना मांगी थी। अर्जुन ने श्रीकृष्ण का साथ माँगा था। आज भाजपा के पास सारा तंत्र है। हमारे साथ भगवान् है
563185785709424640,2015-02-05 04:02:09,RT @ashutosh83B: WE have the information that BJP candidates are distributing huge money to buy voters. They are also collecting VOTER IDs …
563127287214665728,2015-02-05 00:09:42,RT @SreenivasanJain: We are looking into complaints of NDTV not being available in parts of Delhi.
563121957877469185,2015-02-04 23:48:31,RT @VishalDadlani: This clarifies AAP's funding process. Please share extensively.  #IStandWithKejriwal http://t.co/Oyv2rsxcfy
562986572048777217,2015-02-04 14:50:33,"If my opponents continue telling lies about me, I will continue telling the truth about them"
562911736643485697,2015-02-04 09:53:11,"@bhuvansingh7 Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/GCsy9nCgGv"
562904300989743105,2015-02-04 09:23:38,"@Rajeev_NL Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/zq3ylSUkOw"
562900384008916992,2015-02-04 09:08:04,"@insaaneyatparty Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/7ZWw5HPyAo"
562899993791848448,2015-02-04 09:06:31,"@HimanshuTalwar9 Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/CZ82VTyIZ2"
562888646958018561,2015-02-04 08:21:26,"@debjyotiarr Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/EJC1Yxge3Q"
562882762278187008,2015-02-04 07:58:03,"@AwadheshOjha Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/5GU9RwjyAD"
562881461540630528,2015-02-04 07:52:52,"@JavaidSpeaks Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/VvMnBI8G31"
562880936380227584,2015-02-04 07:50:47,"@AmanGoel62 Your faith, your trust is sacred to us. Together we will create a world class Delhi. http://t.co/R3Xqs7EsLV"
